,0
5916,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_73.jpg
5917,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_74.jpg
5918,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_75.jpg
5919,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_76.jpg
5920,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_77.jpg
5921,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_78.jpg
5922,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_79.jpg
5923,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_8.jpg
5924,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_80.jpg
5925,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_81.jpg
5926,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_82.jpg
5927,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_83.jpg
5928,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_84.jpg
5929,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_85.jpg
5930,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_86.jpg
5931,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_87.jpg
5932,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_88.jpg
5933,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_89.jpg
5934,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_9.jpg
5935,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_90.jpg
5936,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_91.jpg
5937,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_92.jpg
5938,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_93.jpg
5939,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_94.jpg
5940,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_95.jpg
5941,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_96.jpg
5942,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_97.jpg
5943,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_98.jpg
5944,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_99.jpg
5945,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_0.jpg
5946,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_1.jpg
5947,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_10.jpg
5948,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_100.jpg
5949,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_101.jpg
5950,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_102.jpg
5951,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_103.jpg
5952,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_104.jpg
5953,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_105.jpg
5954,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_106.jpg
5955,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_107.jpg
5956,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_108.jpg
5957,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_109.jpg
5958,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_11.jpg
5959,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_110.jpg
5960,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_111.jpg
5961,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_112.jpg
5962,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_113.jpg
5963,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_114.jpg
5964,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_115.jpg
5965,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_116.jpg
5966,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_117.jpg
5967,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_118.jpg
5968,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_119.jpg
5969,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_12.jpg
5970,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_120.jpg
5971,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_121.jpg
5972,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_122.jpg
5973,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_123.jpg
5974,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_124.jpg
5975,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_125.jpg
5976,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_126.jpg
5977,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_127.jpg
5978,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_128.jpg
5979,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_129.jpg
5980,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_13.jpg
5981,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_130.jpg
5982,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_131.jpg
5983,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_132.jpg
5984,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_133.jpg
5985,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_134.jpg
5986,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_135.jpg
5987,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_136.jpg
5988,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_137.jpg
5989,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_138.jpg
5990,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_139.jpg
5991,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_14.jpg
5992,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_140.jpg
5993,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_141.jpg
5994,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_142.jpg
5995,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_143.jpg
5996,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_144.jpg
5997,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_145.jpg
5998,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_146.jpg
5999,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_147.jpg
6000,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_148.jpg
6001,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_149.jpg
6002,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_15.jpg
6003,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_150.jpg
6004,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_151.jpg
6005,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_152.jpg
6006,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_153.jpg
6007,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_154.jpg
6008,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_155.jpg
6009,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_156.jpg
6010,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_157.jpg
6011,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_158.jpg
6012,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_159.jpg
6013,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_16.jpg
6014,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_160.jpg
6015,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_161.jpg
6016,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_162.jpg
6017,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_163.jpg
6018,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_164.jpg
6019,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_165.jpg
6020,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_166.jpg
6021,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_167.jpg
6022,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_168.jpg
6023,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_169.jpg
6024,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_17.jpg
6025,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_170.jpg
6026,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_171.jpg
6027,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_172.jpg
6028,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_173.jpg
6029,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_174.jpg
6030,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_175.jpg
6031,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_176.jpg
6032,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_177.jpg
6033,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_178.jpg
6034,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_179.jpg
6035,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_18.jpg
6036,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_180.jpg
6037,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_181.jpg
6038,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_182.jpg
6039,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_183.jpg
6040,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_184.jpg
6041,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_185.jpg
6042,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_186.jpg
6043,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_187.jpg
6044,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_188.jpg
6045,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_189.jpg
6046,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_19.jpg
6047,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_190.jpg
6048,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_191.jpg
6049,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_192.jpg
6050,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_193.jpg
6051,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_194.jpg
6052,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_195.jpg
6053,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_196.jpg
6054,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_197.jpg
6055,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_198.jpg
6056,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_199.jpg
6057,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_2.jpg
6058,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_20.jpg
6059,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_200.jpg
6060,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_201.jpg
6061,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_202.jpg
6062,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_203.jpg
6063,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_204.jpg
6064,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_205.jpg
6065,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_206.jpg
6066,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_207.jpg
6067,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_208.jpg
6068,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_209.jpg
6069,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_21.jpg
6070,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_210.jpg
6071,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_211.jpg
6072,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_212.jpg
6073,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_213.jpg
6074,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_214.jpg
6075,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_215.jpg
6076,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_216.jpg
6077,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_217.jpg
6078,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_218.jpg
6079,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_219.jpg
6080,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_22.jpg
6081,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_220.jpg
6082,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_23.jpg
6083,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_24.jpg
6084,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_25.jpg
6085,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_26.jpg
6086,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_27.jpg
6087,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_28.jpg
6088,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_29.jpg
6089,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_3.jpg
6090,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_30.jpg
6091,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_31.jpg
6092,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_32.jpg
6093,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_33.jpg
6094,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_34.jpg
6095,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_35.jpg
6096,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_36.jpg
6097,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_37.jpg
6098,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_38.jpg
6099,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_39.jpg
6100,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_4.jpg
6101,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_40.jpg
6102,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_41.jpg
6103,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_42.jpg
6104,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_43.jpg
6105,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_44.jpg
6106,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_45.jpg
6107,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_46.jpg
6108,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_47.jpg
6109,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_48.jpg
6110,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_49.jpg
6111,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_5.jpg
6112,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_50.jpg
6113,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_51.jpg
6114,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_52.jpg
6115,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_53.jpg
6116,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_54.jpg
6117,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_55.jpg
6118,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_56.jpg
6119,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_57.jpg
6120,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_58.jpg
6121,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_59.jpg
6122,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_6.jpg
6123,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_60.jpg
6124,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_61.jpg
6125,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_62.jpg
6126,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_63.jpg
6127,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_64.jpg
6128,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_65.jpg
6129,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_66.jpg
6130,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_67.jpg
6131,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_68.jpg
6132,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_69.jpg
6133,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_7.jpg
6134,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_70.jpg
6135,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_71.jpg
6136,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_72.jpg
6137,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_73.jpg
6138,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_74.jpg
6139,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_75.jpg
6140,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_76.jpg
6141,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_77.jpg
6142,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_78.jpg
6143,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_79.jpg
6144,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_8.jpg
6145,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_80.jpg
6146,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_81.jpg
6147,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_82.jpg
6148,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_83.jpg
6149,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_84.jpg
6150,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_85.jpg
6151,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_86.jpg
6152,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_87.jpg
6153,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_88.jpg
6154,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_89.jpg
6155,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_9.jpg
6156,D:\Nepali_character_Recognisation\Nepali_Character_dataset\37\Img_90.jpg
